tid,toi,tfopwg_disp,st_tmag,pl_orbper,pl_trandep
233719215,4054.01,PC,13.0533,17.356719,12730.2717116
233053554,4055.01,PC,13.1755,4.567925,18440.0
232567319,4056.01,PC,11.4354,5.0518907,3310.0
230388132,4057.01,PC,13.2611,2.4076941,4810.0
229639351,4058.01,PC,13.4062,2.8668029,7280.0
229605891,4059.01,PC,13.084,2.0381761,23020.0
153065527,406.01,CP,11.2828,13.1757294,2479.3477138
153065527,406.02,CP,11.2828,6.614911,1060.5715819
229508727,4060.01,PC,13.1135,23.1315739,8950.0
224601047,4061.01,FA,13.109,7.2087245,4690.0
219866209,4062.01,PC,13.4167,6.7473822,14810.0
219499488,4063.01,APC,13.0444,1.6323062,12429.1862217
219489550,4064.01,PC,12.6555,3.8823511,3177.344653
219485050,4065.01,PC,12.8377,3.5908038,6690.0
193556520,4066.01,PC,13.3925,6.7201811,18030.0
372068780,4305.02,PC,7.8459,374.3644315,310.5114444
44898913,4306.01,CP,14.2683,2.7299049,7427.7249664
141186075,4307.01,PC,6.6418,32.696666,108.5170828
141186075,4307.02,PC,6.6418,4.6545798,24.5834929
144193715,4308.01,CP,10.339,9.1512776,1074.0
56662591,4309.01,PC,9.456101,,661.1667085
31374837,431.01,CP,8.1705,12.4610086,2078.1425981
31374837,431.02,CP,8.1705,0.4900589,291.0399722
303317324,4310.01,PC,9.4961,29.5667355,1403.33897
122617317,4311.01,PC,10.7236,15.0700779,852.6165721
122617317,4311.02,PC,10.7236,0.9902892,278.9096992
251086776,4312.01,FA,10.4779,726.1175225,1707.6927809
294324819,4313.01,PC,9.6032,6.8227645,225.7612905
459952217,4314.01,FA,8.22109,73.580982,347.4450365
139148528,4315.01,PC,10.2768,8.2861614,617.1152562
7020254,4316.01,KP,12.7462,20.2730282,17182.0
262662119,4531.01,KP,12.1796,4.53347,11929.8619692
376939759,4532.01,KP,13.0121,5.8176452,9178.0
418761354,4533.01,KP,11.375,2.1747824,560.0
437704321,4534.01,KP,12.3071,2.8492802,3881.5844287
26017005,4535.01,KP,12.5489,4.0984741,16869.9465037
380907135,4536.01,KP,10.5559,4.0460644,8004.0
251039147,4537.01,PC,8.1954,6.6629951,949.4386612
262715204,4538.01,KP,11.2451,7.1385672,2064.0
262715204,4538.02,KP,11.2451,3.4715644,883.544012
262715204,4538.03,KP,11.2451,10.4534748,1031.892884
102264230,4539.01,KP,11.29,4.1591512,11970.9341343
153077621,454.01,APC,9.441,18.082622,8002.7855656
388816604,4540.01,PC,12.9485,2.5048178,1723.0
293432942,4541.01,APC,10.027,1.1339769,630.0
4464022,4542.01,PC,12.2614,5.9167681,28729.1407932
435336785,4543.01,PC,6.7943,5.7740318,4820.0
435339847,4544.01,KP,11.2867,8.2000875,1079.5927267
23725901,4743.01,PC,13.0802,6.2185453,7840.0
293931909,4744.01,PC,12.7323,4.8013522,4690.0
269278156,4745.01,PC,13.1524,4.413935,10370.0
160180298,4746.01,PC,11.9046,7.5395871,2920.0
235078021,4747.01,PC,11.8128,5.2192426,1500.0
59770954,4748.01,PC,13.3212,4.1018859,10690.0
153412485,4749.01,PC,13.4835,1.3832999,9020.0
100608026,475.01,PC,10.8835,8.2617663,1418.3308985
317189702,4750.01,PC,11.6252,3.2141617,3370.0
291580615,4751.01,PC,12.097,3.6014534,10790.0
237700098,4752.01,PC,13.3596,5.0467874,7190.0
306604742,4753.01,PC,12.4037,5.3970484,2800.0
61344769,4754.01,PC,13.0345,3.6307276,10550.0
267197567,4755.01,PC,12.022,22.7273078,6510.0
119556803,4756.01,PC,12.687,8.0823172,4360.0
53744258,4757.01,PC,13.4965,2.0804611,5260.0
34524670,4758.01,PC,12.7743,5.7627112,9670.0
49705089,4759.01,CP,12.2627,9.6578504,2300.0
156987351,476.01,PC,8.8742,3.0629783,4201.1811431
162577466,4067.01,FP,13.1815,3.6772391,13763.2116365
159334269,4068.01,FP,13.3675,1.1578392,9660.0
143009290,4069.01,PC,13.0531,2.7240303,12600.0
349518800,407.01,APC,12.7862,2.1654694,4990.0
115270627,4070.01,PC,13.0022,3.1504798,9210.0
115182469,4071.01,PC,10.7133,6.5169955,930.0
85459171,4072.01,PC,13.3802,2.1390271,19090.0
648958344,4073.01,PC,11.7332,2.3079651,1650.0
628103717,4074.01,PC,12.6844,3.2175013,11871.0
627323667,4075.01,PC,13.0731,3.0492435,7425.0
57193198,4076.01,PC,12.5834,4.3965758,6250.0
57159675,4077.01,PC,12.8682,5.5679111,12867.4456847
444724127,4078.01,PC,12.2305,3.1639309,4080.0
444558604,4079.01,PC,12.1484,1.9872259,19450.0
176778112,408.01,FP,9.6114,1.33679,700.0
428892437,4080.01,PC,13.3593,3.7519831,17240.0
421973253,4081.01,PC,10.6675,9.2584055,2039.8195589
400899926,4082.01,PC,12.804,4.625568,9810.0
399444057,4083.01,FP,11.6433,2.0714803,1660.0
422914082,4317.01,PC,10.0121,358.2825093,1862.6949843
311130133,4318.01,PC,10.3687,1.1343824,313.8458861
157115010,4319.01,PC,10.82,,6743.4455261
38686737,432.01,FP,12.6038,2.24704,18890.4
404518509,4320.01,CP,8.6022,25.1290153,465.0
404518509,4320.02,FA,8.6022,46.4093732,435.7347505
325081244,4321.01,PC,7.3016,,177.9248977
13883872,4322.01,PC,10.162,13.4190972,348.2384065
143022742,4323.01,FA,12.531,14.6762658,3499.9379734
143022742,4323.02,FA,12.531,21.9692578,7940.6152389
408416746,4324.01,PC,9.75311,6.2509468,770.1195597
202185707,4325.01,PC,11.8206,1.6500673,2709.5349576
303586471,4326.01,PC,7.7158,1826.0790324,587.1608288
140687214,4327.01,PC,12.1285,0.8303285,680.0
77175217,4328.01,PC,7.7679,703.79367,601.9566843
256722647,4329.01,CP,11.8832,2.9224661,5724.017673
610976842,4545.01,KP,12.813,4.0248735,23775.0
25911962,4546.01,PC,10.0376,0.745637,932.0
206284139,4547.01,KP,12.1112,3.0026495,4411.9691117
21130820,4548.01,PC,9.962,4.6003967,1130.0
9030119,4549.01,PC,12.8466,3.3129214,1815.0
98796344,455.01,CP,8.84294,5.358776,2708.4393715
400972123,4550.01,PC,9.7741,1.8868756,368.0
204650483,4551.01,CP,9.02765,9.956296,1024.0
248250955,4552.01,CP,11.9251,0.3011506,1457.6973975
383721338,4553.01,PC,10.4895,20.3129649,5194.3258042
369768787,4554.01,PC,9.6632,703.9376608,337.4561615
141770198,4555.01,PC,8.1676,522.6272677,238.5844154
107018378,4556.01,PC,13.0454,3.792456,3553.2788818
258917846,4557.01,PC,10.3342,32.291901,1517.2139238
220414682,4558.01,PC,8.7147,6.5812768,55.2290807
271169413,4559.01,CP,10.9139,3.9649053,1160.5626137
77228304,456.01,FP,15.7298,0.336826,18251.292089
145163386,4778.01,PC,12.9318,3.8074213,8643.7888966
170221808,4779.01,PC,13.4765,10.7490194,9240.0
172464366,478.01,FP,11.0913,2.921685,17562.44572
231937828,4780.01,PC,12.4648,4.6942884,5310.0
176242778,4781.01,PC,11.14,1.9055614,5841.0
423128096,4782.01,APC,12.2563,3.7244324,6600.0
218988652,4783.01,APC,12.6847,6.7519508,11050.0
409207712,4784.01,PC,13.2701,3.3583921,9170.0
50751260,4785.01,PC,12.7651,6.4311106,5930.0
127012328,4786.01,PC,11.9623,5.6984189,4031.0
431981595,4787.01,PC,12.5494,3.5037708,6140.0
156999527,4788.01,PC,12.4832,4.3930669,11110.0
134221850,4789.01,PC,13.1637,7.5002702,8750.0
306362738,479.01,KP,10.8164,2.7817379,12808.3940801
452903647,4790.01,APC,13.1561,1.6102435,5442.4785934
100389539,4791.01,CP,10.8961,4.2809767,7520.0
265350422,4792.01,APC,11.0783,8.4481666,7405.0
65949719,4793.01,PC,13.2584,3.4658629,9580.0
95589845,4794.01,PC,12.0465,3.5658043,10030.0
346673534,4084.01,PC,12.8934,15.634183,12980.0
336840314,4085.01,PC,11.9705,2.8285323,9695.9755103
328814605,4086.01,PC,12.111,5.6917579,5379.1683802
310002617,4087.01,CP,11.2961,3.1774814,14190.0
302381397,4088.01,PC,12.2523,2.7284428,10460.0
298752252,4089.01,PC,11.6421,3.2462849,9210.0
167754523,409.01,FP,9.1536,6.7992776,210.0
289373041,4090.01,PC,12.5509,3.177514,3640.0
289316336,4091.01,FP,11.2834,3.0038696,760.0
288242606,4092.01,PC,12.8687,7.495973,7790.0
284454822,4093.01,PC,12.1517,10.4722034,1769.0
284454822,4093.02,PC,12.1517,17.7046155,1283.7058316
280035202,4094.01,PC,11.1004,4.9111786,606.3968298
274974693,4095.01,PC,12.9287,4.1539244,7500.0
272782321,4096.01,PC,12.4983,10.1045108,1490.0
264295655,4097.01,PC,12.4222,2.7741864,1910.0
264223828,4098.01,PC,12.0216,1.1789842,1160.0
264173803,4099.01,PC,11.9512,4.3954123,850.0
188989177,433.01,FP,9.1414,1.17409,3680.0
47617038,4330.01,FP,7.6581,3.3513304,400.0
148833828,4331.01,PC,10.1952,2.9034242,860.0
178959058,4332.01,FP,9.783,5.4468377,842.0
144645881,4333.01,PC,9.326,8.9021443,1427.9681446
128531633,4334.01,PC,10.2591,8.2197647,1040.0
443658196,4335.01,FP,11.5124,4.5006638,2110.0
166184428,4336.01,CP,11.0196,16.3363665,3884.6785375
399642071,4337.01,FP,11.1567,2.2887763,1890.6463423
253434221,4338.01,APC,10.0865,7.4997158,3023.5215223
7439481,4339.01,FP,14.0644,1.2540806,66025.099426
78055054,434.01,KP,12.8461,4.3888516,24964.547823
454038613,4340.01,PC,10.0116,2.6680587,580.0
62301521,4341.01,FA,13.7827,18.4043334,9135.2110162
354944123,4342.01,CP,11.0318,5.538329,1407.1118648
354944123,4342.02,CP,11.0318,10.6886084,1501.1726341
307716123,4560.01,PC,9.1007,3.7634028,140.4352916
33716474,4561.01,PC,11.0559,8.9356558,420.5298106
349576261,4562.01,CP,11.5326,225.1037885,10850.1349366
418255064,4563.01,PC,11.6157,743.4843888,5535.4604085
400786146,4564.01,FP,10.7716,22.1536777,4469.3198771
381897917,4565.01,PC,10.3154,692.5150646,1810.2811624
269728501,4566.01,PC,11.5832,2.0844882,609.0046533
307849973,4567.01,PC,11.9212,0.8409429,549.3465906
307849973,4567.02,PC,11.9212,23.5422422,1411.9717256
447088034,4568.01,PC,6.9608,14.0063765,300.0
149126400,4569.01,FP,15.764,1.2253159,6006.5175069
89256802,457.01,PC,13.741,1.1759834,14881.4796123
137402055,4570.01,KP,15.0523,1.9737719,32350.4373939
48451130,4571.01,KP,13.7589,30.3599812,19347.5990647
154940895,4572.01,PC,11.9212,13.4755461,1090.0934414
107090327,4795.01,PC,12.9188,2.7431176,8230.0
65905621,4796.01,PC,13.1502,3.5775958,8730.0
265011923,4797.01,PC,13.3736,2.9922495,10895.0
274137295,4798.01,PC,12.7577,5.5261155,7330.0
65805840,4799.01,PC,13.0983,4.0234634,7560.0
317548889,480.01,CP,6.7799,6.8659582,334.0145589
280307604,4800.01,FP,10.9833,4.3229915,1980.0
419092044,4801.01,PC,12.9613,3.251269,7880.0
50575306,4802.01,PC,13.1675,1.7131374,3850.0
19117967,4803.01,PC,12.0548,8.4516737,2930.0
320341952,4804.01,PC,10.2278,5.0648401,915.0
7976072,4805.01,PC,13.2933,8.9981735,6480.0
96317115,4806.01,PC,11.7503,8.4476983,2000.0
174546820,4807.01,PC,11.9698,17.6868627,10310.0
126772538,4808.01,FP,13.4542,1.4700596,4760.0
143724857,4809.01,PC,12.6417,4.4722598,3606.5417294
339672028,481.01,CP,9.3935,10.3311621,4577.0
281225729,4810.01,PC,12.7549,2.4162514,2970.0
334414389,4811.01,PC,12.2124,0.9828259,1732.3324754
206466531,410.01,FP,10.0081,1.42744,450.0
243297296,4100.01,PC,12.1308,3.585982,2920.0
243280335,4101.01,PC,12.7584,4.3202706,3400.0
237235093,4102.01,FP,11.812,2.6834113,760.0
235902467,4103.01,PC,11.2056,12.2740928,14450.0
235664497,4104.01,PC,12.9978,2.3757662,7500.0
233576159,4105.01,PC,12.5452,5.7152049,2080.0
233535738,4106.01,APC,11.2452,16.3558787,1220.0
232632239,4107.01,PC,12.8398,3.5322939,2450.0
232603560,4108.01,PC,11.9824,14.4348737,1640.0
230084146,4109.01,PC,12.73,12.320331,5790.0
100990000,411.01,CP,7.757,9.5730787,288.090893
100990000,411.02,CP,7.757,4.0403007,143.5196245
230075120,4110.01,FP,11.1315,0.7676706,340.0
230006888,4111.01,PC,12.955,12.2788421,4960.0
229976631,4112.01,FA,11.024,10.7166249,1308.3913665
229786610,4113.01,PC,11.101,22.1575175,837.0
229408913,4114.01,PC,12.3109,4.8038539,2380.362129
278988097,4343.01,PC,11.255,11.5418525,415.9874628
38939275,4344.01,PC,9.4826,731.4808779,244.9088772
469791892,4345.01,PC,14.752,12.8910022,15119.3900089
389371332,4346.01,FP,12.4375,3.9077116,599.6319099
32498058,4347.01,PC,8.83419,35.3573239,617.495317
350299588,4348.01,PC,8.3987,602.2450921,220.3440139
313889049,4349.01,PC,11.7463,749.1605231,1750.9801691
44647437,435.01,PC,12.9383,3.352907,4205.1961016
50379036,4350.01,PC,8.9504,4.8759656,154.830677
358253047,4351.01,PC,11.0155,20.1459438,575.5886941
237332812,4352.01,PC,9.3391,11.8918633,362.6899452
176797879,4353.01,PC,10.3347,718.1809317,973.6269156
332715376,4354.01,PC,10.1075,10.6306165,775.4826057
260655847,4355.01,PC,7.2298,,186.2920833
149389419,4356.01,PC,9.2546,579.6472035,564.4270183
362103298,4573.01,PC,11.0444,10.7155521,424.299807
298428237,4574.01,PC,11.7495,0.768988,870.0
372759746,4575.01,PC,10.3203,27.9815639,722.0
157667414,4576.01,PC,10.1658,10.4834062,1767.8841835
138364831,4577.01,KP,14.4669,1.6255124,10095.3614497
154474036,4578.01,PC,10.7757,8.6239097,675.1210806
27769688,4579.01,KP,11.3523,88.495683,2838.5756569
64071894,458.01,PC,9.6438,17.5288347,1131.5075681
219742885,4580.01,PC,8.5954,0.9167992,39.0383592
273231214,4581.01,KP,11.7889,22.3428773,5934.9200116
273231214,4581.02,KP,11.7889,,3767.5217478
219854519,4582.01,CP,10.5481,31.0343214,1572.1891091
103604037,4583.01,FA,10.571,19.5202386,2962.4035565
120255950,4584.01,KP,10.6114,31.5786847,2119.3256676
233529335,4585.01,PC,9.64656,,384.7552746
416534875,4586.01,PC,10.7382,5.3909915,570.0
143008050,3850.01,PC,12.4645,14.4832964,10870.0
142739544,3851.01,PC,11.1774,3.383466,1400.0
142635225,3852.01,PC,13.191,16.1020097,22600.0
142618165,3853.01,PC,12.1726,5.6922342,1550.0
142562395,3854.01,PC,13.2278,3.2693612,10790.0
126325149,3855.01,PC,13.4791,3.4952497,19250.0
125552076,3856.01,PC,11.655,2.0436029,12980.0
105379013,3857.01,PC,13.167,3.2956376,20300.0
86273567,3858.01,PC,11.1971,16.5968329,1750.0
1122079,3859.01,APC,12.7134,1.8460997,3740.0
238059180,386.01,PC,10.0139,5.1119781,1415.0
416542079,3860.01,PC,13.3887,3.0012386,13660.0
396950329,3861.01,PC,12.3903,1.7763987,5670.0
141205978,3862.01,CP,11.7201,1.5574603,3900.0
383531543,3863.01,PC,12.8385,10.9543562,8770.0
1001477809,3864.01,FP,13.0949,7.6605425,5210.0
376688393,3865.01,PC,12.5759,3.011593,6740.0
376632626,3866.01,PC,13.2252,2.1371195,15620.0
320208949,3867.01,PC,12.7251,5.7310859,10870.0
199610140,4115.01,PC,12.8076,2.9855843,9990.0
198616607,4116.01,FP,12.4627,3.6311186,6300.0
198189972,4117.01,PC,12.6541,25.0930011,5820.9357478
193773468,4118.01,PC,12.7376,2.5551882,11630.0
160618074,4119.01,PC,12.9267,5.201975,4990.0
7624182,412.01,FP,8.7929,1.1096992,620.0
159438097,4120.01,PC,12.8777,4.8952783,4730.0
157218656,4121.01,PC,11.6881,2.8622679,14440.0
156215204,4122.01,APC,12.0844,2.4307782,1310.0
153896150,4123.01,PC,11.8522,2.787945,3211.467356
150761163,4124.01,PC,11.436,3.4138019,9850.0
147761049,4125.01,PC,12.72,4.7155974,11242.4339671
141616639,4126.01,FP,12.3454,3.2428744,1470.0
141488193,4127.01,CP,11.0383,56.4043748,9060.0
137420801,4128.01,PC,12.2769,1.9795413,2640.0
123357034,4129.01,PC,11.8417,3.2724973,5320.0
170634116,413.01,KP,9.6757,3.6623918,12253.6582523
71396541,4130.01,FP,10.7386,6.269716,1240.0
300011941,4357.01,FP,10.5385,1.8141215,129.4041201
273418421,4358.01,PC,8.9077,97.6087634,658.8471408
133505138,4359.01,FP,9.5115,2.4360845,350.0
44745077,436.01,FP,13.0734,1.8756,5666.3
52307802,4360.01,PC,12.747,3.0749507,1979.2841401
334632624,4361.01,PC,8.6661,741.4238314,503.5494079
238164799,4362.01,PC,8.4592,7.5480709,239.8900935
325682877,4363.01,PC,11.2473,2.118659,664.8120556
4070275,4364.01,CP,11.3993,5.4240691,1766.8589296
413343957,4365.01,PC,10.3593,3.3784364,1232.0
297361900,4366.01,PC,10.1441,2.6374449,495.0
313675203,4367.01,FP,9.462,2.5025812,807.0
314724818,4368.01,FP,10.0199,4.4518604,3558.2211894
278862750,4369.01,PC,9.329001,13.576858,263.0
32499655,437.01,KP,13.5452,2.7439029,13852.3979585
335040423,4370.01,PC,9.32312,2.5610662,170.0
450649506,4371.01,PC,10.2089,1.0604139,1050.0
137683938,4587.01,KP,14.5505,3.2903136,15334.2181362
48031665,4588.01,PC,9.06584,13.1187746,333.0027831
164458714,4589.01,KP,9.03131,17.8335899,289.0
38603673,459.01,APC,9.5473,4.4291257,561.4845395
154923406,4590.01,PC,9.6446,25.9213509,589.3171527
356868487,4591.01,FP,11.7167,27.9102929,18279.5176543
122785299,4592.01,KP,14.575,8.8849511,16966.9658671
399954349,4593.01,KP,11.6052,7.8344688,2017.3628771
399954349,4593.02,KP,11.6052,3.0051929,737.8355831
158555987,4594.01,FP,11.8995,5.5460893,1956.6215347
159725995,4595.01,KP,14.9767,3.7705865,12789.7368577
86951294,4596.01,PC,9.2564,4.1194175,722.0
68573534,4597.01,PC,7.82403,4.6663795,6900.0
29017001,4598.01,PC,9.58025,8.2003748,1521.0
307809773,4599.01,CP,7.89863,2.7694936,712.0
307809773,4599.02,CP,7.89863,5.7060868,821.0
310994622,3868.01,PC,12.3572,18.565813,9420.0
253044312,3869.01,APC,12.0089,11.2005651,7000.0
92359850,387.01,FP,9.65521,4.155,4900.0
165989915,3870.01,PC,12.565,2.6292572,3790.0
165468291,3871.01,PC,12.3591,4.754432,13130.0
165431806,3872.01,PC,12.3882,4.4100654,6450.0
154126149,3873.01,PC,12.6262,3.8951475,8970.0
154105890,3874.01,PC,13.0635,5.5822739,7390.0
153978165,3875.01,PC,12.0165,6.0835972,8460.0
150388393,3876.01,PC,12.76,6.5846694,22460.0
144310492,3877.01,PC,11.9123,4.1225477,5760.0
141275395,3878.01,PC,11.3616,0.8377576,1410.0
139086171,3879.01,PC,11.3093,4.8104679,1940.0
422655579,388.01,KP,10.1638,2.9036858,4642.2749148
138973825,3880.01,PC,13.0673,2.1614819,6340.0
136998882,3881.01,PC,12.131,3.3401814,4960.0
101643582,3882.01,APC,11.8825,2.071333,1920.0
99330090,3883.01,FP,11.1693,7.0080817,14900.0
47937361,4131.01,PC,12.8667,2.3382502,13090.0
335655755,4132.01,PC,11.8921,11.7647926,4428.9591948
468396217,4133.01,PC,12.9532,4.1571604,8040.0
420803693,4134.01,FP,11.2063,0.9135968,540.0
288471040,4135.01,FP,10.5893,2.5139764,560.0
420680343,4136.01,PC,12.1943,3.7630305,1580.0
417646390,4137.01,CP,10.8557,3.8016217,8310.0
257060897,4138.01,CP,11.2633,3.660032,7749.7203265
408729765,4139.01,FP,12.9551,4.6200781,3480.0
325680697,414.01,FP,9.15779,1.82488,2950.0
400103802,4140.01,PC,12.1311,4.2511214,13830.0
400093775,4141.01,PC,12.5401,3.6022715,9700.0
39573090,4142.01,PC,12.6521,3.6593967,4230.0
371711170,4143.01,FP,12.1158,9.8482192,1670.0
313194972,4144.01,PC,11.9039,16.9020565,14890.0
279947414,4145.01,CP,11.5241,4.0664446,19740.0
23124038,4146.01,APC,11.5765,0.7011578,5890.0
138329479,4147.01,PC,12.7833,2.3745416,10590.0
401980624,4372.01,PC,10.4286,3.2751914,827.0
315350812,4373.01,PC,9.8459,5.9422824,1160.0
308191940,4374.01,PC,10.1908,13.2689495,770.0
343708863,4375.01,FP,9.4128,5.9685742,340.0
250306572,4376.01,PC,10.2973,1.6089592,320.0
394918211,4377.01,CP,10.7934,4.3780194,1604.3825129
394721720,4378.01,PC,11.7993,1.0690665,2898.6037459
97766057,4379.01,CP,11.8994,3.2535299,6115.0131399
468880077,438.01,PC,9.4464,5.8123508,957.5741671
169958952,4380.01,PC,11.2211,1.3290008,2087.9113778
305767364,4381.01,PC,12.2907,1.4974223,39324.5082012
32460142,4382.01,PC,9.3397,10.6895417,643.3958437
384744828,4383.01,FP,9.8062,3.0421334,2054.3050277
259230140,4384.01,PC,9.657,14.3171998,1649.0
22186226,4385.01,PC,10.6163,9.2172172,2470.4394385
350575997,4386.01,PC,9.7688,2.0134389,821.0
33350443,4387.01,PC,10.8267,3.562038,4495.4158742
9804616,460.01,FP,14.1118,0.5168347,33190.706911
232608943,4600.01,CP,11.8787,82.6901439,6529.5765126
232608943,4600.02,CP,11.8787,482.8191,6928.144617
349071261,4601.01,PC,10.3099,2.7875233,8077.6726128
467651916,4602.01,CP,7.7746,3.9813082,464.0
437856897,4603.01,CP,8.6554,7.2455997,1106.0
27039476,4604.01,KP,9.3928,2.2251639,284.0
19155785,4605.01,FP,10.2207,3.1442556,2095.0
68577662,4606.01,KP,9.31437,11.1684037,9660.0
28294709,4607.01,PC,9.67952,5.5109534,520.0
427740976,4608.01,PC,11.4512,2.3494903,9053.0
118820486,4609.01,PC,10.4117,2.6921752,9194.0
4646810,461.01,CP,8.8723,10.9245478,653.537141
1950736,4610.01,FP,10.0745,3.1129681,585.0
68646526,4611.01,PC,9.02078,5.2289874,320.0
97735908,4612.01,KP,8.22398,4.1137862,5739.0
436652523,4613.01,APC,12.0336,4.5461685,5251.0
408809625,4614.01,PC,11.0302,13.8338893,8899.362156
86263325,3884.01,CP,12.9113,4.5445569,35598.6327422
55748194,3885.01,FA,12.293,2.5227786,18880.0
48220826,3886.01,PC,13.4971,3.0215428,15111.7114542
21549805,3887.01,PC,12.7279,4.2441117,7540.0
18067025,3888.01,PC,13.0874,5.3298577,9330.0
950525831,3889.01,PC,12.4244,2.5228506,21300.0
271900960,389.01,FP,8.2606,13.45913,2579.32
18017227,3890.01,FP,11.9245,0.6203033,1390.0
459215281,3891.01,PC,12.387,2.7694074,1010.0
3896759,3892.01,PC,11.9956,4.5808535,11480.0
458424950,3893.01,PC,12.852,9.0576962,3430.0
165464482,3894.01,CP,11.323,4.3345378,10000.0
3808740,3895.01,PC,12.7533,6.6713748,7480.0
445837596,3896.01,PC,11.6832,4.3773113,1430.0
154181821,3897.01,PC,11.9937,7.6607094,1860.0
450337675,3898.01,PC,13.4312,8.6789911,9700.0
441697509,3899.01,PC,11.0866,5.2077671,850.0
250386181,390.01,FP,9.89377,1.470258,2700.0
366755319,3900.01,PC,11.9689,14.7802661,6840.0
137157546,4148.01,FP,12.0672,3.6841446,2260.0
103096524,4149.01,PC,12.8508,3.2928068,16460.0
152476657,415.01,KP,10.5831,3.6112621,5684.0944144
102719996,4150.01,PC,12.8051,9.7938352,6228.3071316
406926040,4151.01,PC,11.2924,11.6999152,2960.0
1813844121,4152.01,PC,11.7729,1.5822588,13280.0
470171739,4153.01,CP,11.1477,4.6174254,9412.560054
470156846,4154.01,PC,12.7397,7.3446285,4210.0
467331291,4155.01,CP,11.2473,3.3207642,940.0
462553953,4156.01,PC,10.7152,4.461878,500.0
462553953,4156.02,PC,10.7152,12.822639,750.9057494
461538935,4157.01,FP,11.5576,5.289835,2330.0
441797394,4158.01,PC,12.275,13.4167713,1780.0
441600335,4159.01,APC,12.2075,0.8659846,1660.0
49899799,416.01,FP,8.28222,7.0114,8970.0
441580526,4160.01,PC,12.2319,4.4427146,12220.1525687
441572821,4161.01,PC,11.9399,4.2607797,3857.0364187
420114036,4162.01,PC,12.095,4.3744258,8580.0
313554509,4388.01,PC,12.0996,4.4742339,3061.515714
41387532,4389.01,APC,9.50494,11.4041935,2216.7191401
13021029,439.01,KP,11.7231,3.85589,9747.6035597
369345064,4390.01,PC,9.4148,4.3954444,1622.0
66620917,4391.01,PC,7.301,5.2910096,1670.0
429791387,4392.01,PC,9.2752,3.9693722,570.0
107440797,4393.01,PC,10.4708,2.2676081,880.0
341805908,4394.01,FP,10.3355,1.491916,1474.3347879
218483943,4395.01,PC,9.087,3.7590079,869.0
379723086,4396.01,FP,10.0288,7.4398211,1362.0
107728509,4397.01,FP,10.4304,2.6646183,840.0
214243287,4398.01,APC,9.933,5.7525195,8852.0
464646604,4399.01,CP,7.7582,7.7121208,728.4849109
143350972,440.01,FP,7.6818,1.0817,341.533
231630147,4400.01,PC,11.943,7.0642486,11469.7564374
178170828,4401.01,PC,11.0876,0.450264,331.3974583
197807778,4402.01,PC,9.8429,3.6989939,198.9402668
84599716,4615.01,PC,11.7892,5.3193755,6537.0839819
258796169,4616.01,CP,12.8872,1.5538188,3449.9519182
18373995,4617.01,PC,12.357,3.4878754,18093.4842065
284326455,4618.01,KP,12.2341,3.7998536,25455.0849851
238586172,4619.01,PC,13.8232,3.4732399,10338.2192807
420049884,462.01,PC,10.6573,4.1074291,900.9217753
171160243,4620.01,PC,9.56967,1.3887494,3301.0
293457754,4621.01,KP,12.3553,4.5195089,17738.8625444
94727308,4622.01,APC,16.1779,1.2969404,52197.5005433
56399553,4623.01,KP,11.5476,3.2588316,22743.2337536
84339983,4624.01,KP,10.5136,2.7908285,10049.6938823
58472992,4625.01,PC,10.5774,2.191342,1062.791258
241442273,4626.01,PC,8.4492,17.4756122,790.0
89702406,4627.01,FP,11.5252,23.1438551,6955.8738937
404421005,4628.01,KP,9.66562,6.32668,520.8002154
304339227,4629.01,PC,8.6577,714.6970956,457.0864505
357373216,3901.01,PC,13.3215,9.546972,17300.0
310094771,3902.01,PC,13.3819,2.9406027,9820.0
288434231,3903.01,PC,13.403,14.8496574,8710.0
233462817,3904.01,APC,11.3815,10.1614815,3230.0
180672438,3905.01,PC,13.0187,5.3599361,11350.0
180607846,3906.01,APC,12.773,0.6451059,3430.0
165723070,3907.01,PC,12.8532,1.7213564,11890.0
165412561,3908.01,APC,11.4582,1.4680992,18506.4662144
161003569,3909.01,PC,12.3758,3.5115357,9290.0
382391899,391.01,KP,11.0529,1.9550932,19634.9908668
158617175,3910.01,PC,12.0581,5.7158895,22050.0
158497525,3911.01,PC,11.6301,9.3517097,1590.0
156648452,3912.01,CP,11.8747,3.4936188,9730.0
155898758,3913.01,PC,12.5764,4.0384773,8110.0
139118482,3914.01,FP,11.3366,6.7136512,11490.0
81247877,3915.01,PC,12.3655,2.2012625,25690.0
68074302,3916.01,PC,12.9339,3.4014954,7370.0
68035558,3917.01,FA,11.483,8.3289771,6010.0
23815847,3918.01,PC,13.4565,3.0654283,5850.0
420112217,4163.01,PC,12.4899,21.5615248,3600.0
420108587,4164.01,PC,12.2779,3.522843,800.0
398371628,4165.01,PC,12.1926,7.1406422,7517.3472752
389777651,4166.01,PC,11.6431,5.236124,930.0
377165123,4167.01,FP,12.9474,14.793901,8150.0
372758077,4168.01,PC,11.447,29.3821476,6575.439488
372747949,4169.01,PC,12.7553,3.4026932,2900.0
339733013,417.01,FP,10.0793,5.62162,580.083
366972162,4170.01,PC,12.3623,2.190225,8750.0
362223355,4171.01,PC,12.4747,3.7453991,1390.0
359388309,4172.01,PC,12.2997,4.1915095,900.0
