tid,toi,tfopwg_disp,st_tmag,pl_orbper,pl_trandep
441642457,2073.01,PC,9.45253,53.1991439,591.4602835
158075010,2074.01,PC,8.38689,177.5830512,456.0908234
23814735,2075.01,PC,11.1345,4.7981694,1051.0675882
27491137,2076.01,CP,8.3745,10.3563596,923.942127
77044471,228.01,KP,13.2576,2.6865064,12135.3375306
115583726,2280.01,PC,8.44143,18.6016754,559.9932489
264171144,2281.01,PC,9.13648,210.668358,342.5966404
237211410,2282.01,PC,9.29735,12.5520766,202.0868952
198211976,2283.01,FA,11.2076,0.4018586,111.3648011
115446313,2284.01,FP,9.88372,4.9707023,487.0
329148988,2285.01,CP,11.3078,27.2672016,1154.3278885
237201858,2286.01,PC,9.85236,179.4031712,618.5780905
160077104,2287.01,PC,8.5709,11.8120707,189.027556
462615350,2288.01,PC,12.709,8.9172211,2147.0816912
82452140,2289.01,PC,10.0011,63.39545,851.8694759
120610833,229.01,KP,11.5005,3.1260751,11158.2764589
321688498,2290.01,PC,11.1079,0.3862197,437.6381201
236934937,2291.01,PC,11.9959,9.405877,1425.9330181
236934268,2292.01,PC,10.8746,7.0767314,630.0
71347873,2293.01,PC,11.814,6.0683318,1742.7332385
124491883,2512.01,PC,9.22605,2.3933087,150.0
59842822,2513.01,PC,10.0509,2.5577037,530.0
317134140,2514.01,PC,10.667,6.3951381,510.0
123627908,2515.01,PC,10.1083,5.9016526,2450.0
295947393,2516.01,APC,9.9552,5.4927168,5290.0
48178229,2517.01,FP,10.0386,2.6788253,350.0
96925186,2518.01,PC,10.2282,6.8979432,550.0
47720259,2519.01,PC,10.2807,6.9551242,755.1872287
237924601,252.01,APC,11.7497,1.0021853,2319.9972324
177414713,2520.01,PC,9.859901,2.0944084,320.0
72556406,2521.01,APC,10.8218,5.563087,2520.0
148883384,2522.01,PC,9.1239,2.0988541,350.0
443213925,2523.01,PC,10.1424,4.6410823,660.0
169249234,2524.01,CP,12.1772,7.1858029,11192.4995247
149601126,2525.01,CP,13.4006,23.3418536,6473.602151
149601126,2525.02,CP,13.4006,49.2445599,15606.4614867
380836882,2526.01,PC,11.0586,8.011385,7890.0
126572546,2527.01,PC,11.1673,2.3018922,1260.0
373844472,275.01,APC,11.0611,0.9195617,9180.0
235300016,2750.01,PC,11.8145,6.8204309,12560.0
231157209,2751.01,PC,13.4603,7.4710819,24880.0
170367033,2752.01,PC,13.1606,4.9197461,10380.0
168191686,2753.01,PC,13.4585,1.6281719,12020.0
148233571,2754.01,FP,12.2082,0.9422588,1060.0
148004811,2755.01,PC,13.2899,3.3187528,6490.0
147437399,2756.01,APC,12.2592,1.5622382,3230.0
147125706,2757.01,PC,12.6603,3.4813976,21800.0
147034452,2758.01,PC,13.1915,4.5302876,22840.0
134315574,2759.01,FP,13.205,1.5971584,5070.0
382188882,276.01,FP,10.6559,4.8000953,5241.0677476
130611752,2760.01,FP,12.8004,0.4405893,1850.0
96736412,2761.01,PC,13.2221,6.1214801,17560.0
79431527,2762.01,APC,12.4325,3.9072351,14650.0
78441371,2763.01,PC,11.996,3.9980153,5420.0
53122063,2764.01,PC,12.6918,2.276734,3620.0
52976395,2765.01,PC,12.1304,1.0191022,2230.0
284288093,2766.01,APC,11.7351,7.2748135,15010.0
27491137,2076.02,CP,8.3745,35.1257472,2066.0
27491137,2076.03,CP,8.3745,21.0153047,2072.0
230075227,2077.01,PC,9.7807,6.1155829,322.0
159244568,2078.01,FA,11.0372,6.2772478,910.5215536
224298134,2079.01,PC,10.8515,1.4923179,669.71826
224298134,2079.02,PC,10.8515,9.3174113,1790.5546209
314865962,208.01,PC,10.3539,22.4586196,445.0003089
367739494,2080.01,PC,11.4547,63.5809449,1446.5029644
321669174,2081.01,CP,11.642,10.5054362,1320.6016253
321669174,2081.02,PC,11.642,5.1097197,540.1814411
160039081,2082.01,PC,7.8206,30.2004765,520.0
233633993,2083.01,PC,11.8737,17.969639,1231.0381518
441738827,2084.01,CP,13.3257,6.0784031,1810.0
441738827,2084.02,FP,13.3257,8.1490285,2850.6795113
103633672,2085.01,PC,9.8499,,1885.160909
230387153,2086.01,PC,11.316,41.7540004,820.0
284361752,2294.01,PC,9.78288,340.3877311,718.3774619
48018596,2295.01,PC,9.00772,60.06632,990.0
165554103,2296.01,PC,10.4431,139.2632286,403.2688035
233500935,2297.01,PC,11.6702,22.048775,540.6928554
229608594,2298.01,PC,11.1919,,1990.1263914
362220495,2299.01,FA,9.863,165.0031583,2976.5490435
160074939,230.01,FA,8.7435,13.340145,589.893526
280031353,2300.01,PC,11.8231,4.8566656,1163.8416088
280031353,2300.02,PC,11.8231,15.4432661,4652.019556
280031353,2300.03,PC,11.8231,,8209.2875404
283829553,2301.01,PC,8.36872,6.0541622,255.0
144000801,2302.01,APC,11.0075,1.3103832,3904.2824741
197959526,2303.01,FP,11.8199,0.7196291,4971.1456595
70420766,2304.01,PC,10.2356,9.4070515,967.7626685
232079930,2305.01,APC,12.8483,0.918902,6718.8492909
147284470,2306.01,PC,13.3456,2.9905745,11083.8941211
83154030,2528.01,PC,12.9363,11.7248927,8540.0
269333648,2529.01,CP,10.6693,64.5947,4240.0
322063810,253.01,PC,9.3626,3.5104148,308.8285985
52059926,2530.01,PC,12.7296,,21624.0
262843259,2531.01,PC,12.4329,8.1484094,13497.6071224
20579360,2532.01,PC,12.646,16.7224532,11640.0
418012030,2533.01,PC,11.6417,6.6857865,6690.0
219332978,2534.01,PC,10.8209,,5180.0
204698337,2535.01,PC,12.7024,16.4452725,11810.0
20299658,2536.01,PC,12.7022,31.9919595,13054.0547159
399967279,2537.01,CP,12.0294,94.0997954,20525.1201107
443115574,2538.01,PC,10.597,2.9103781,1480.0
201508515,2539.01,PC,11.5606,0.985586,1343.3387762
49687222,254.01,FA,9.8343,20.186539,1006.041833
354518617,2540.01,PC,8.2731,12.7187255,1144.1789073
354518617,2540.02,APC,8.2731,22.0819969,1019.0
31054498,2541.01,PC,9.9048,1.4118418,520.0
431971818,2542.01,PC,14.9801,4.1133928,24315.2652878
23740089,1849.01,APC,10.4985,9.862756,4278.0
100100827,185.01,KP,8.8287,0.9414525,11445.0
149577217,1850.01,APC,10.626,7.39143,5880.0
378976682,1851.01,APC,13.1369,6.0179742,13910.0
219728669,1852.01,PC,13.4891,2.3601883,21460.0
73540072,1853.01,CP,11.3719,1.2436239,1790.0
157225097,1854.01,PC,13.0383,2.5267353,17543.876912
81247740,1855.01,CP,10.6503,1.3641482,7820.0
224313733,1856.01,FP,10.9374,197.0336254,11900.0
180652891,1857.01,APC,9.2427,0.7759895,2450.0
424733642,1858.01,PC,12.8777,2.0912089,20760.0
229742722,1859.01,CP,9.93689,63.4839358,5357.0
279741379,186.01,CP,6.9934,35.6133889,1397.6487373
279741379,186.02,CP,6.9934,7.7897886,169.0703497
202426247,1860.01,CP,7.7885,1.0662082,151.0
323295479,1861.01,PC,9.9486,742.5142746,8486.4050981
321668398,1862.01,CP,11.5429,5.6442112,4136.2010063
356919658,1863.01,FP,11.2542,1.42611,1890.0
230387153,2086.02,PC,11.316,20.261655,612.9485468
219462190,2087.01,PC,10.0537,,548.082765
441765914,2088.01,CP,10.8812,124.72987,1781.9160024
341815197,2089.01,PC,11.5509,49.9950015,1080.0
52204645,209.01,APC,10.8545,4.3794298,969.6957616
233721037,2090.01,PC,8.80613,230.92212,284.9247434
219778329,2091.01,PC,8.1529,177.2188871,294.429628
393965778,2092.01,PC,10.6375,4.3032642,710.7656808
402898317,2093.01,CP,10.6699,53.8108713,965.1696621
356016119,2094.01,PC,12.2669,18.7931749,1844.6985474
235678745,2095.01,CP,11.0788,17.664866,736.3925122
235678745,2095.02,CP,11.0788,28.1722501,950.5653623
142748283,2096.01,CP,13.4764,3.1190716,2964.5828911
142748283,2096.02,CP,13.4764,6.3878202,5857.0164704
279982557,2097.01,FP,11.6685,1.7890217,391.6251669
356700488,2098.01,PC,8.20773,,230.8387014
270219048,2307.01,PC,12.2294,2.6820061,8514.9665485
234489976,2308.01,PC,12.2397,3.86866,8058.0771611
328012209,2309.01,PC,10.0596,20.2656358,802.3053384
204376737,231.01,KP,11.4779,3.3610013,24081.7810523
38467100,2310.01,PC,12.9565,2.9432073,12560.0
25139786,2311.01,APC,12.0892,1.5933772,7842.0221441
147425389,2312.01,PC,12.526,3.1856867,7776.6827786
325468685,2313.01,PC,11.449,1.8905304,3550.5585147
355446093,2314.01,PC,11.7493,15.937546,4172.2924827
302333151,2315.01,APC,11.0675,1.440707,4514.4039925
61980227,2316.01,FP,12.0516,3.0958985,10354.9916952
274599700,2317.01,FP,11.8831,,6007.8703021
88840705,2318.01,APC,8.6512,,2749.2099367
349488688,2319.01,CP,8.40302,,855.5836036
349488688,2319.02,KP,8.40302,11.6207544,486.0090375
402026209,232.01,KP,11.8295,1.3382314,27137.0920051
207501148,2320.01,FP,9.85317,,4111.2234826
270604417,2543.01,CP,10.8165,7.5427509,3098.3066655
341419787,2544.01,FP,10.7607,21.0689935,3392.7700746
149845414,2545.01,CP,8.90594,7.9940367,404.6194381
388089437,2546.01,APC,11.8215,2.1811989,2300.0
444013020,2547.01,KP,11.302,2.3114203,14975.1986739
350293646,2548.01,KP,10.0471,8.5234958,18942.0
350293646,2548.02,CP,10.0471,1.4468993,549.0
80711765,2549.01,PC,11.732,4.8580501,11067.0819039
204317710,255.01,KP,13.7426,2.8126485,13994.0625365
294500964,2550.01,FP,10.7757,9.0702531,3806.1953378
6276559,2551.01,PC,11.7664,5.436841,2660.0
31515092,2552.01,PC,11.8762,2.3701119,2049.0263458
238542895,2553.01,PC,11.8225,8.3848067,11925.6417552
144043410,2554.01,FP,10.5484,6.2636501,7043.2784811
155491828,2555.01,FP,11.1169,16.0475029,13630.0
468981993,2556.01,APC,10.7003,8.0149323,4426.4689118
229791084,1864.01,KP,12.2856,1.6453265,19310.0
207425203,1865.01,APC,11.871,1.2239134,1400.0
400430915,1866.01,PC,12.6557,2.1863095,2983.5525823
400476523,1867.01,FP,12.2339,18.10671,10340.0
230087585,1868.01,PC,12.6053,8.8263579,5877.74804
299780329,1869.01,PC,10.9679,1.6024387,1372.6016905
260304296,187.01,APC,9.109901,0.5125807,5691.1921109
230375747,1870.01,PC,12.8079,2.7633917,12405.1873299
233503636,1871.01,FP,11.5906,3.40612,1740.0
229490898,1872.01,PC,11.9414,2.2349708,3870.0
328933398,1873.01,PC,10.7447,24.9341884,1390.0
328933398,1873.02,PC,10.7447,900.1930987,1344.4884882
328933398,1873.03,PC,10.7447,7.0056805,766.894462
232641326,1874.01,APC,11.5816,17.8683999,11197.9522339
233047097,1875.01,PC,12.9417,11.3091849,11960.0
233078665,1876.01,PC,12.8182,6.4827647,4140.8329483
233497719,1877.01,FP,12.8746,3.801591,18950.0
230386397,2099.01,FP,11.2011,19.5078657,1770.0
141608198,210.01,PC,12.5395,9.0105414,4125.0713
219436394,2100.01,PC,10.8676,23.6573994,1180.9350567
165527918,2101.01,PC,10.6397,9.0753271,586.9172699
289590465,2102.01,PC,11.4106,6.7060238,542.9365808
289590465,2102.02,PC,11.4106,,1474.5340825
160491359,2103.01,PC,10.3366,2.6620728,220.9994213
160491359,2103.02,PC,10.3366,20.2926468,319.9395199
367630162,2104.01,PC,10.0556,3.2723118,464.0
367630162,2104.02,PC,10.0556,5.904369,351.0
367630162,2104.03,PC,10.0556,15.1808746,689.0
367630162,2104.04,PC,10.0556,1.9803146,306.0
367630162,2104.05,PC,10.0556,9.56111,381.556764
156199502,2105.01,PC,9.8565,15.9152686,652.5574248
393911494,2106.01,FP,9.85649,0.6332593,1191.4597195
446549906,2107.01,CP,11.3819,2.45457,19250.0
138126035,2321.01,PC,9.84325,716.3497402,867.0
300812741,2322.01,CP,10.0534,20.2254946,712.14897
300812741,2322.02,CP,10.0534,11.3071786,264.0
293527670,2323.01,FP,10.3338,0.98656,390.0
69819610,2324.01,PC,9.14425,1.0371672,273.6030339
152800085,2325.01,APC,9.5103,4.26991,2240.0
175456679,2326.01,PC,9.456,58.9970907,2725.0
177308364,2327.01,PC,9.4088,82.7899763,1017.8544172
394287035,2328.01,CP,11.584,17.1019622,11430.0
238920875,2329.01,PC,11.7944,6.5346715,6370.0
415969908,233.01,PC,11.3018,11.6700285,2783.7905216
415969908,233.02,PC,11.3018,7.2011383,1662.8398306
180991313,2330.01,KP,11.8699,2.2088214,7770.0
168751223,2331.01,PC,13.3666,4.7150942,7460.0
286000547,2332.01,PC,12.2015,7.4972297,14480.0
358579111,2333.01,PC,12.3462,14.2197641,2390.0
200743403,2334.01,PC,12.1385,7.9980831,3960.0
160003961,2335.01,APC,12.1323,1.4492052,1200.0
269400980,2557.01,PC,11.2047,9.8302309,5116.722044
283307274,2558.01,PC,11.6919,17.7859152,6535.8664276
441453629,2559.01,PC,13.1141,4.2002507,25670.0
92226327,256.01,KP,11.2991,24.7373412,6560.492087
92226327,256.02,KP,11.2991,3.7779418,3469.450739
441155146,2560.01,PC,13.5328,3.5511203,19660.0
422385684,2561.01,PC,12.1504,2.7754004,8510.0
420177051,2562.01,PC,12.5945,4.0483695,12060.0
387409975,2563.01,PC,13.3848,5.0182311,16210.0
334482103,2564.01,PC,12.4683,3.7257237,8787.4795537
321086563,2565.01,PC,12.3642,3.9704457,3689.4781363
284679064,2566.01,PC,13.0599,4.2102425,9271.0628122
258920431,2567.01,CP,11.7489,5.9839451,3826.4375501
257067559,2568.01,PC,12.104,3.4843271,10320.0
248655556,2569.01,PC,11.1769,13.1147744,3890.0
200723869,257.01,CP,7.0286,18.3877081,1191.0283192
239816546,2570.01,CP,11.9775,2.9887654,15493.9490407
219762508,1878.01,PC,12.9737,3.2351013,3974.2319128
243335710,1879.01,PC,12.9935,13.7045951,10116.0470111
280830734,188.01,APC,9.4668,1.1619531,331.6208111
359357695,1880.01,PC,13.0614,1.7263781,10118.353972
59859387,1881.01,FP,10.2761,1.1203828,1901.0
396368313,1882.01,PC,11.2394,3.0898836,5784.3735169
348755728,1883.01,CP,13.3462,4.5063838,12522.9613662
219879302,1884.01,PC,12.6183,6.7822781,10143.2450255
258510872,1885.01,CP,11.9742,6.5440665,6060.0
403136415,1886.01,PC,13.0934,2.5128483,18573.9655629
229586455,1887.01,PC,12.2415,2.2001583,1295.5985443
459997997,1888.01,FP,10.4748,5.547485,3350.0
139771134,1889.01,APC,12.5093,0.9134495,4262.0748689
278866211,189.01,FP,10.2638,2.1940616,5943.6922953
288636599,1890.01,PC,11.6819,19.9676936,6084.3435425
139198430,1891.01,APC,9.3059,15.3617729,3321.0
347538174,2108.01,APC,10.223,6.8019625,15465.6374163
392476080,2109.01,CP,9.78569,0.67249,7890.0
300293197,211.01,APC,9.4906,6.5638651,2147.9618549
394029948,2110.01,FA,9.69902,32.76639,500.0
356235833,2111.01,FP,9.1597,1.2680452,538.0
427320001,2112.01,PC,7.1776,14.0120582,751.5203056
427320001,2112.02,PC,7.1776,155.8237,1164.4006092
1400212743,2113.01,FP,10.5163,5.24612,1030.0
9828416,2114.01,PC,9.8251,6.2099619,4090.0
54464870,2115.01,FP,8.29254,3.6944323,312.0
422838133,2116.01,FP,9.68129,5.3089937,531.0
279212407,2117.01,FP,9.98272,28.6620782,2600.0
17416749,2118.01,FP,8.63532,2.34483,370.0
236387002,2119.01,CP,10.3978,7.2008611,50063.0
206609630,212.01,APC,12.5595,0.3352715,19687.8213975
389900760,2120.01,CP,12.8233,5.7998189,8567.3390223
88996391,2121.01,APC,11.9441,2.3195654,19508.6953576
88902249,2336.01,CP,10.1757,7.7119842,3176.0
230001847,2337.01,CP,11.2347,2.994263,1120.6492357
24358417,2338.01,CP,11.7024,22.6539607,11530.0
279514271,2339.01,PC,11.9507,9.7728388,2279.7003176
12423815,234.01,PC,14.6253,2.8392793,35229.7098319
29959761,2340.01,FP,11.8012,1.6471574,3880.0
100267480,2341.01,FP,12.722,0.87741,12050.0
100589632,2342.01,FP,11.1581,3.9471567,1880.0
166834768,2343.01,PC,12.2539,3.2553185,1920.0
311179742,2344.01,PC,12.2766,8.3129806,2680.0
91555165,2345.01,CP,10.3759,1.0526157,358.5076064
91555165,2345.02,CP,10.3759,42.1289893,961.655867
317483660,2346.01,PC,11.5584,3.3311975,12390.0
301343785,2347.01,APC,11.6751,1.1736318,1470.0
317019074,2348.01,PC,11.6884,1.2043785,1170.0
405452527,2349.01,APC,11.8929,11.5738497,18730.0
280095254,235.01,PC,9.4688,10.090259,2585.7862462
47601197,2350.01,PC,10.6477,8.6251769,1690.0
239638934,2571.01,FP,10.5284,6.0027375,6100.0
234489133,2572.01,PC,13.258,3.5985851,6710.0
160037058,2573.01,PC,13.1657,4.5815438,19550.0
159332859,2574.01,PC,12.881,4.4817684,21180.0
142784687,2575.01,PC,13.152,3.1711207,8504.6805867
115453244,2576.01,PC,12.2323,3.8229149,11780.0
112316665,2577.01,PC,11.5955,3.7494409,4860.0
104986789,2578.01,PC,10.5863,3.4580018,10218.255838
103751498,2579.01,KP,10.9101,3.7146478,12620.0
350445771,258.01,FP,11.0932,3.1901569,3648.2442456
102713734,2580.01,CP,10.8064,3.397862,9960.0
37862966,2581.01,PC,12.9754,3.5838508,12480.0
21279791,2582.01,PC,12.4848,3.0183134,8960.0
7548817,2583.01,CP,12.0453,4.52074,8520.0
458641144,2584.01,PC,12.731,4.6965638,12380.0
62530991,2585.01,FP,9.8961,4.0266483,754.0
458647887,2586.01,PC,10.505,9.5835608,1150.0
68007716,2587.01,CP,10.9657,5.4566563,4160.0
63698669,1892.01,PC,9.9312,1837.8897313,784.5879336
264544388,1893.01,PC,8.43389,,560.4004393
280865159,1894.01,PC,10.7519,739.2389832,3106.7675633
384159646,1895.01,PC,9.7556,748.0739416,4627.3105593
174302697,1896.01,PC,8.88374,,2816.5224185
420645189,1897.01,FP,10.1374,48.5340395,62170.0
420645189,1897.02,FP,10.1374,48.5338626,4730.0
91987762,1898.01,CP,7.4098,45.5221456,3028.5453279
172370679,1899.01,CP,12.5826,29.0902271,37562.3332736
166739520,190.01,KP,9.6411,10.0205932,8247.6689406
178879588,1900.01,KP,13.2554,3.0566277,12517.5203529
19684256,1901.01,KP,13.1758,1.3666563,21070.0
272212970,1902.01,KP,13.174,1.6091845,13450.0
77156657,1903.01,KP,11.8831,3.8404319,3580.0
272213425,1904.01,KP,11.1138,4.3247708,6380.0
429302040,1905.01,KP,10.418,5.72226,25549.0
308098254,1906.01,KP,11.5688,9.6246665,10230.0
311408969,2122.01,KP,12.658,3.5852284,16909.228538
105840719,2123.01,PC,9.5373,10.3088514,2122.245998
159742538,2124.01,KP,11.1116,3.5539283,9368.3887704
116242971,2125.01,KP,10.1213,5.0316347,4912.0
116264089,2126.01,KP,11.7213,1.306188,24746.2794438
21744120,2127.01,KP,11.733,5.5080682,21584.7573167
21832928,2128.01,CP,6.6813,16.3413889,372.0970618
101721385,2129.01,KP,9.54417,4.627664,6190.0
234345288,213.01,PC,9.7806,23.5199045,1243.0
234345288,213.02,PC,9.7806,7.7565534,286.2558604
320798691,2130.01,KP,11.0269,5.0052605,7641.404098
27848472,2131.01,KP,10.1058,1.8468345,13237.0
358516596,2132.01,KP,10.2025,3.2440454,15011.9381969
39200363,2133.01,PC,10.8571,3.8266587,1181.8154296
75878355,2134.01,CP,7.7945,9.2292078,1606.0
75878355,2134.02,CP,7.7945,95.8531625,5975.0
47601197,2350.02,PC,10.6477,4.8714085,1180.0
290036495,2351.01,APC,12.1103,5.2524809,22612.2943943
32925763,2352.01,PC,11.0863,1.6804461,2020.0
177079323,2353.01,PC,11.895,5.7517969,701.5728877
219766989,2354.01,FP,11.9951,0.5109902,2720.0
124515764,2355.01,PC,11.7959,1.2709769,1400.0
30947715,2356.01,PC,11.7118,3.66275,970.0
124206468,2357.01,PC,11.4586,7.0924883,5540.0
124095888,2358.01,FP,11.5137,1.1258127,1440.0
436102447,2359.01,PC,11.0331,5.1858,4550.0
9727392,236.01,FP,11.2932,4.534451,23574.842911
31656385,2360.01,FP,11.9961,22.84518,9210.0
204671232,2361.01,PC,11.9196,8.71546,12010.0
302924206,2362.01,PC,12.3715,6.9444047,5264.9280735
445456888,2363.01,PC,12.1046,5.5436298,5400.0
39414571,2364.01,CP,11.5521,4.0197555,9750.0
344085117,2365.01,FP,11.9732,0.659752,1138.1047916
39218269,2366.01,APC,11.8402,17.1869882,3130.0
284418751,2588.01,PC,10.6713,3.587158,3120.0
157698565,2589.01,CP,10.7211,61.6277,8878.0
12862099,259.01,KP,12.3993,2.4238226,16167.1783697
234832821,2590.01,PC,9.47351,0.7460577,240.0
229285649,2591.01,FP,10.7669,8.493027,20750.0
284122875,2592.01,PC,10.871,3.4559382,2840.0
258983679,2593.01,PC,10.3513,1.4711386,839.0
229167359,2594.01,PC,10.2626,2.682814,1080.0
151284882,2595.01,APC,10.7212,3.817421,1000.0
37089434,2596.01,APC,10.9058,16.2709828,5870.0
220139435,2597.01,PC,9.536,3.6039259,940.0
12036590,2598.01,FP,10.9766,5.73436,17740.0
235333495,2599.01,PC,10.9402,4.1554362,1020.0
37749396,260.01,CP,8.4991,13.4758478,708.9461601
234160911,2600.01,PC,10.276,5.3376282,2060.0
456844391,2601.01,PC,10.8943,6.0210332,7500.0
191928543,2602.01,APC,11.83,7.234064,10621.8735536
176772671,2603.01,FP,13.8995,1.3326579,37285.6090775
453789494,1907.01,KP,10.7316,5.4774433,9010.0
37718056,1908.01,KP,11.7083,3.65688,7040.0
232038798,1909.01,KP,11.3187,4.1536624,12310.0
183532609,191.01,KP,9.1468,8.1587261,15337.0
437261733,1910.01,KP,13.2958,5.4161129,14310.0
44745133,1911.01,KP,12.5757,7.8181434,3650.0
50712784,1912.01,KP,10.5579,5.4053583,6770.0
53458803,1913.01,KP,11.8656,3.3489038,10987.1747675
53750200,1914.01,KP,12.2309,4.1933422,4804.157266
98283926,1915.01,KP,13.1472,2.2920348,10585.2906021
98545929,1916.01,KP,12.4539,1.888231,4358.3260875
339522221,1917.01,KP,12.0457,1.82069,12340.0
308425348,1918.01,FP,12.2876,3.39829,4340.0
102192004,1919.01,KP,11.3287,4.2337078,7690.0
183537452,192.01,KP,10.2499,3.9227113,11362.3670709
363851359,1920.01,KP,13.2755,2.5441537,6780.0
112099249,1921.01,KP,12.1577,5.17958,7620.0
112604564,1922.01,KP,12.3213,4.5768651,10869.4903086
76419763,2135.01,KP,11.3998,2.7884723,14467.6854046
336128819,2136.01,CP,11.7371,7.8519082,3873.9591492
23059280,2137.01,APC,12.2186,14.1502269,41358.8663923
336267424,2138.01,FP,12.5466,1.4821845,16269.2562793
308172249,2139.01,KP,12.4197,1.4013784,19735.2001267
167415965,214.01,PC,8.0089,18.5536802,426.4332241
167415965,214.02,PC,8.0089,9.6959841,79.5141509
399860444,2140.01,KP,10.854,2.4706114,14310.7159758
287256467,2141.01,CP,8.8975,18.2616878,971.0
44313455,2142.01,PC,11.0768,9.3004351,1595.2088627
103195323,2143.01,PC,10.1041,5.5899401,3840.0
428988981,2144.01,PC,9.90667,37.3415931,766.0
88992642,2145.01,CP,8.55942,10.2611329,1900.0
158916431,2146.01,FP,9.9094,5.8924856,4530.0
341630071,2147.01,PC,10.7047,26.2049782,5593.1821784
233569098,2148.01,FP,10.6746,23.48522,6020.0
441159680,2367.01,PC,12.3193,5.74984,17690.0
401125028,2368.01,CP,11.6955,5.1750108,13020.075325
220068921,2369.01,PC,12.1227,3.36376,7030.0
305048087,237.01,CP,13.4102,5.4361667,4797.1288482
347357977,2370.01,PC,11.4878,12.6826724,2490.0
432132155,2371.01,PC,12.2036,4.8984239,9930.0
189620016,2372.01,FP,12.2186,1.1792344,5398.6996811
332558858,2373.01,CP,12.5882,13.3368173,8210.0
439366538,2374.01,CP,11.2057,4.3135917,11271.8586527
164150537,2375.01,PC,12.6389,6.1600755,18930.0
326522874,2376.01,PC,12.7119,3.1821969,3746.6638386
146165619,2377.01,APC,14.1858,1.6766686,33350.8877349
231063955,2378.01,PC,13.3921,3.4972769,17834.0824111
201177276,2379.01,CP,13.6521,5.4693888,32411.855989
9006668,238.01,CP,9.926601,1.2730965,414.0
176220787,2380.01,KP,9.4834,5.2153618,5205.8347338
39080923,2381.01,PC,12.3643,5.0451188,13949.1155643
189625051,2604.01,KP,12.487,4.9088819,5548.8279627
146776480,2605.01,APC,10.4767,20.6006151,12106.6702221
355800238,2606.01,PC,11.7785,1.4509175,7270.0
149539158,2607.01,FA,9.1251,2.2338786,318.9211436
269850928,2608.01,PC,13.2247,4.724665,6163.2889314
308883808,2609.01,APC,11.4514,1.1645141,1828.5119817
63898957,261.01,CP,9.03971,3.3639254,422.0610761
63898957,261.02,CP,9.03971,13.0393586,625.5995687
268914377,2610.01,FP,15.8953,2.1538959,96363.0926604
234282389,2611.01,FA,13.5294,0.7320175,4520.0
149572298,2612.01,PC,13.2303,13.3572104,29950.0
52315301,2613.01,PC,13.1488,15.2010859,35221.1348039
263075864,2614.01,PC,11.457,4.8103214,16651.539925
38965512,2615.01,PC,13.2052,2.2687617,13217.8124266
273850708,2616.01,PC,13.426,1.8531628,34220.0
260537454,2617.01,PC,13.1982,6.3187442,28370.0
231076038,2618.01,PC,12.0635,8.2500143,2250.0
114299824,1923.01,KP,12.9264,4.2042078,12080.0
371443216,1924.01,KP,8.0552,2.8240691,8970.0
118956453,1925.01,KP,11.9397,2.3447752,15340.0
143143769,1926.01,KP,12.3686,1.3372349,1226.6760556
14344979,1927.01,KP,12.3353,4.1117731,22017.8853537
207077681,1928.01,KP,12.3119,2.278575,13638.9588751
157266693,1929.01,KP,13.1648,3.8537616,18650.0
183985250,193.01,CP,9.1031,0.7920645,1561.7798964
160578764,1930.01,KP,12.1014,2.8786641,8710.0
162922904,1931.01,KP,12.0233,3.8186276,3240.0
386259537,1932.01,KP,11.3299,5.6107737,6651.6899169
172598832,1933.01,KP,12.941,3.2633165,5011.5725027
125739286,1934.01,KP,10.5288,4.5111234,11170.0
176685457,1935.01,KP,12.2682,4.4352884,6410.0
178289267,1936.01,KP,11.7076,2.3506186,15940.0
268301217,1937.01,CP,12.4933,0.9466787,16490.0
128449971,1938.01,APC,10.7347,12.7060866,5160.2020899
1716467085,2149.01,PC,10.1099,0.5842495,1041.0
231912935,215.01,PC,10.5011,26.2851404,975.2076991
230267547,2150.01,FP,10.4288,2.2263798,1270.0
23389848,2151.01,FP,10.142,15.64643,6010.0
395393265,2152.01,CP,10.7053,3.3772835,7216.4961357
406855039,2153.01,FP,9.54581,2.7180835,329.1728205
428787891,2154.01,CP,10.6611,3.8240826,10096.1098633
461591646,2155.01,CP,10.9939,3.7246883,3320.0
258402425,2156.01,FP,9.87437,0.67554,680.0
298495970,2157.01,FP,10.7033,8.4249043,21600.0
342642208,2158.01,CP,10.1669,8.6007557,5090.0
270515566,2159.01,APC,10.8595,10.0509704,8660.0
55652896,216.01,CP,11.5748,34.5059318,17387.9834231
55652896,216.02,CP,11.5748,17.3890454,2971.7532268
284477310,2160.01,PC,10.6071,2.2390502,490.0
366563452,2161.01,FP,9.5998,1.5873866,110.0
284564230,2162.01,FP,10.2182,12.9773004,997.0
332710679,3417.01,PC,13.4736,2.7194615,18840.0
437144507,3418.01,PC,11.8994,7.3039869,7722.2055378
145904365,3419.01,PC,12.935,7.9969538,19120.0
415969574,342.01,FP,12.8691,10.45776,8773.24
293978434,3420.01,FP,12.6746,1.5971426,2150.0
145023816,3421.01,PC,13.35,2.8389301,6210.0
286099128,3422.01,KP,12.239,3.7788779,17654.0731284
144970275,3423.01,FP,12.6067,2.5313424,5830.0
283702603,3424.01,FP,12.5772,0.6691882,2850.0
144682439,3425.01,PC,13.0391,0.765415,2740.0
277833423,3426.01,PC,12.7761,6.1786733,16990.0
144467913,3427.01,PC,12.7363,2.9526508,9320.0
